run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	experiment_alias	fastq_bytes	fastq_ftp	submitted_bytes	submitted_ftp	sra_bytes	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19762493	SAMN29221420	SRX15807261	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12718_batch05_rep1	2516906625;2511940172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762493/SRR19762493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762493/SRR19762493_2.fastq.gz			3654441795	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/093/SRR19762493/SRR19762493.lite	NA12718		
SRR19762496	SAMN29221415	SRX15807255	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12399_batch09_rep1	1072769084;1077615754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762496/SRR19762496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762496/SRR19762496_2.fastq.gz			1553097488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/096/SRR19762496/SRR19762496.lite	NA12399		
SRR19762497	SAMN29221413	SRX15807253	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12287_batch12_rep1	1910791929;1913765814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762497/SRR19762497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762497/SRR19762497_2.fastq.gz			2706675071	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/097/SRR19762497/SRR19762497.lite	NA12287		
SRR19762502	SAMN29221410	SRX15807250	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12154_batch08_rep1	1711749533;1714678102	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762502/SRR19762502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762502/SRR19762502_2.fastq.gz			2447175311	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/002/SRR19762502/SRR19762502.lite	NA12154		
SRR19762503	SAMN29221371	SRX15807248	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03998_batch05_rep1	2592187779;2587457543	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762503/SRR19762503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762503/SRR19762503_2.fastq.gz			3757054386	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/003/SRR19762503/SRR19762503.lite	HG03998		
SRR19762504	SAMN29220955	SRX15807246	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00254_batch10_rep1	1557743017;1561357792	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762504/SRR19762504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762504/SRR19762504_2.fastq.gz			2224756553	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/004/SRR19762504/SRR19762504.lite	HG00254		
SRR19762509	SAMN29221367	SRX15807243	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03976_batch06_rep1	1247526320;1262442822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762509/SRR19762509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762509/SRR19762509_2.fastq.gz			1776488087	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/009/SRR19762509/SRR19762509.lite	HG03976		
SRR19762519	SAMN29221317	SRX15807231	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03604_batch13_rep1	1740733180;1742579604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762519/SRR19762519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762519/SRR19762519_2.fastq.gz			2487843795	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/019/SRR19762519/SRR19762519.lite	HG03604		
SRR19762524	SAMN29221314	SRX15807227	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03594_batch14_rep1	1333518095;1335662986	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762524/SRR19762524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/024/SRR19762524/SRR19762524_2.fastq.gz			1912116399	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/024/SRR19762524/SRR19762524.lite	HG03594		
SRR19762527	SAMN29221311	SRX15807223	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03585_batch04_rep1	1155239350;1156217018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762527/SRR19762527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762527/SRR19762527_2.fastq.gz			1690006488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/027/SRR19762527/SRR19762527.lite	HG03585		
SRR19762529	SAMN29221315	SRX15807228	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03595_batch10_rep1	1637605760;1645342719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762529/SRR19762529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762529/SRR19762529_2.fastq.gz			2343066687	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/029/SRR19762529/SRR19762529.lite	HG03595		
SRR19762530	SAMN29220951	SRX15807222	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00237_batch03_rep3	1390637164;1393859096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762530/SRR19762530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762530/SRR19762530_2.fastq.gz			1968081237	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762530/SRR19762530.lite	HG00237		
SRR19762538	SAMN29221264	SRX15807213	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03082_batch17_rep1	4550410108;4547492685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762538/SRR19762538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/038/SRR19762538/SRR19762538_2.fastq.gz			6456590644	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/038/SRR19762538/SRR19762538.lite	HG03082		
SRR19762540	SAMN29221260	SRX15807210	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03060_batch15_rep1	1602776446;1604726352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762540/SRR19762540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762540/SRR19762540_2.fastq.gz			2263497300	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/040/SRR19762540/SRR19762540.lite	HG03060		
SRR19762541	SAMN29221261	SRX15807209	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03064_batch12_rep1	1689975898;1695437713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762541/SRR19762541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762541/SRR19762541_2.fastq.gz			2468762208	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/041/SRR19762541/SRR19762541.lite	HG03064		
SRR19762542	SAMN29221263	SRX15807212	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03077_batch05_rep1	2384496610;2381209721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762542/SRR19762542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762542/SRR19762542_2.fastq.gz			3458180128	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/042/SRR19762542/SRR19762542.lite	HG03077		
SRR19762543	SAMN29221265	SRX15807214	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03084_batch08_rep1	1135267894;1137248749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762543/SRR19762543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/043/SRR19762543/SRR19762543_2.fastq.gz			1638653488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/043/SRR19762543/SRR19762543.lite	HG03084		
SRR19762546	SAMN29221230	SRX15807204	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02715_batch12_rep1	1506381871;1509415993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/046/SRR19762546/SRR19762546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/046/SRR19762546/SRR19762546_2.fastq.gz			2183590084	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/046/SRR19762546/SRR19762546.lite	HG02715		
SRR19762547	SAMN29221229	SRX15807203	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02703_batch14_rep1	1385911791;1387659499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762547/SRR19762547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/047/SRR19762547/SRR19762547_2.fastq.gz			1991580751	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/047/SRR19762547/SRR19762547.lite	HG02703		
SRR19762551	SAMN29221228	SRX15807201	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02697_batch17_rep1	3986957981;3981809473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762551/SRR19762551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/051/SRR19762551/SRR19762551_2.fastq.gz			5649048890	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/051/SRR19762551/SRR19762551.lite	HG02697		
SRR19762552	SAMN29221226	SRX15807199	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02681_batch13_rep1	2002114216;2004759427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762552/SRR19762552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/052/SRR19762552/SRR19762552_2.fastq.gz			2855726002	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/052/SRR19762552/SRR19762552.lite	HG02681		
SRR19762555	SAMN29221223	SRX15807195	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02654_batch06_rep1	1302868191;1318754906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762555/SRR19762555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/055/SRR19762555/SRR19762555_2.fastq.gz			1855885358	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/055/SRR19762555/SRR19762555.lite	HG02654		
SRR19762556	SAMN29221225	SRX15807198	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02678_batch01_rep1	1742970910;1746184703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/056/SRR19762556/SRR19762556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/056/SRR19762556/SRR19762556_2.fastq.gz			2476295881	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/056/SRR19762556/SRR19762556.lite	HG02678		
SRR19762557	SAMN29221227	SRX15807200	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02694_batch16_rep1	1426098479;1441866915	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/057/SRR19762557/SRR19762557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/057/SRR19762557/SRR19762557_2.fastq.gz			2113352420	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/057/SRR19762557/SRR19762557.lite	HG02694		
SRR19762562	SAMN29221204	SRX15807188	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02511_batch15_rep1	1158994541;1158899515	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762562/SRR19762562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/062/SRR19762562/SRR19762562_2.fastq.gz			1654647171	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/062/SRR19762562/SRR19762562.lite	HG02511		
SRR19762565	SAMN29221202	SRX15807187	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02497_batch03_rep1	1433219414;1435803551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/065/SRR19762565/SRR19762565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/065/SRR19762565/SRR19762565_2.fastq.gz			2010513215	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/065/SRR19762565/SRR19762565.lite	HG02497		
SRR19762566	SAMN29221200	SRX15807185	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02491_batch15_rep1	1330153280;1331521139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/066/SRR19762566/SRR19762566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/066/SRR19762566/SRR19762566_2.fastq.gz			1900646773	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/066/SRR19762566/SRR19762566.lite	HG02491		
SRR19762571	SAMN29221201	SRX15807186	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02494_batch11_rep1	2009017144;2014271835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/071/SRR19762571/SRR19762571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/071/SRR19762571/SRR19762571_2.fastq.gz			2904462407	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/071/SRR19762571/SRR19762571.lite	HG02494		
SRR19762572	SAMN29221197	SRX15807180	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02479_batch09_rep1	1395093187;1400564538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/072/SRR19762572/SRR19762572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/072/SRR19762572/SRR19762572_2.fastq.gz			2021783261	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/072/SRR19762572/SRR19762572.lite	HG02479		
SRR19762574	SAMN29221157	SRX15807176	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02165_batch07_rep1	1774375010;1776344180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762574/SRR19762574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/074/SRR19762574/SRR19762574_2.fastq.gz			2521639620	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/074/SRR19762574/SRR19762574.lite	HG02165		
SRR19762575	SAMN29221155	SRX15807175	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02155_batch14_rep1	1572305074;1574713474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/075/SRR19762575/SRR19762575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/075/SRR19762575/SRR19762575_2.fastq.gz			2256724259	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/075/SRR19762575/SRR19762575.lite	HG02155		
SRR19762576	SAMN29221156	SRX15807174	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02156_batch01_rep1	1413033404;1415880770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/076/SRR19762576/SRR19762576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/076/SRR19762576/SRR19762576_2.fastq.gz			2022559827	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/076/SRR19762576/SRR19762576.lite	HG02156		
SRR19762578	SAMN29221160	SRX15807179	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02182_batch15_rep1	1125264533;1125248740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/078/SRR19762578/SRR19762578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/078/SRR19762578/SRR19762578_2.fastq.gz			1607620156	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/078/SRR19762578/SRR19762578.lite	HG02182		
SRR19762580	SAMN29221152	SRX15807171	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02136_batch08_rep1	1284770066;1295204839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/080/SRR19762580/SRR19762580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/080/SRR19762580/SRR19762580_2.fastq.gz			1864696384	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/080/SRR19762580/SRR19762580.lite	HG02136		
SRR19762584	SAMN29220941	SRX15807170	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00160_batch09_rep1	1851377540;1857675657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762584/SRR19762584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/084/SRR19762584/SRR19762584_2.fastq.gz			2658136944	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/084/SRR19762584/SRR19762584.lite	HG00160		
SRR19762586	SAMN29221148	SRX15807166	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02105_batch05_rep1	2581583111;2574215395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/086/SRR19762586/SRR19762586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/086/SRR19762586/SRR19762586_2.fastq.gz			3736612134	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/086/SRR19762586/SRR19762586.lite	HG02105		
SRR19762587	SAMN29221108	SRX15807164	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01846_batch14_rep1	2014764093;2017368884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/087/SRR19762587/SRR19762587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/087/SRR19762587/SRR19762587_2.fastq.gz			2887716204	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/087/SRR19762587/SRR19762587.lite	HG01846		
SRR19762588	SAMN29221106	SRX15807162	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01843_batch07_rep1	1369863195;1371541405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/088/SRR19762588/SRR19762588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/088/SRR19762588/SRR19762588_2.fastq.gz			1954179186	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/088/SRR19762588/SRR19762588.lite	HG01843		
SRR19762589	SAMN29221104	SRX15807161	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01812_batch12_rep1	1396390635;1397575776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/089/SRR19762589/SRR19762589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/089/SRR19762589/SRR19762589_2.fastq.gz			2035835981	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/089/SRR19762589/SRR19762589.lite	HG01812		
SRR19762591	SAMN29221107	SRX15807163	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01844_batch04_rep1	1484316046;1487702703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762591/SRR19762591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/091/SRR19762591/SRR19762591_2.fastq.gz			2156675307	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/091/SRR19762591/SRR19762591.lite	HG01844		
SRR19762592	SAMN29221109	SRX15807165	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01849_batch09_rep1	1697199586;1703224879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/092/SRR19762592/SRR19762592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/092/SRR19762592/SRR19762592_2.fastq.gz			2435970537	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/092/SRR19762592/SRR19762592.lite	HG01849		
SRR19762594	SAMN29220938	SRX15807157	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00146_batch06_rep1	1183098546;1197093448	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762594/SRR19762594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/094/SRR19762594/SRR19762594_2.fastq.gz			1685936411	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/094/SRR19762594/SRR19762594.lite	HG00146		
SRR19762597	SAMN29221100	SRX15807153	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01797_batch03_rep1	1340332183;1347463788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762597/SRR19762597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/097/SRR19762597/SRR19762597_2.fastq.gz			1913647258	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/097/SRR19762597/SRR19762597.lite	HG01797		
SRR19762599	SAMN29221102	SRX15807158	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01806_batch16_rep1	1882052264;1895061132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762599/SRR19762599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/099/SRR19762599/SRR19762599_2.fastq.gz			2746075966	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/099/SRR19762599/SRR19762599.lite	HG01806		
SRR19762601	SAMN29221058	SRX15807151	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01392_batch09_rep1	1924973721;1933321271	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR19762601/SRR19762601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/001/SRR19762601/SRR19762601_2.fastq.gz			2764485099	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/001/SRR19762601/SRR19762601.lite	HG01392		
SRR19762602	SAMN29221059	SRX15807150	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01393_batch10_rep1	1703661386;1710161858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762602/SRR19762602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/002/SRR19762602/SRR19762602_2.fastq.gz			2438526570	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/002/SRR19762602/SRR19762602.lite	HG01393		
SRR19762605	SAMN29221057	SRX15807149	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01390_batch03_rep1	1219605250;1228702866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR19762605/SRR19762605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/005/SRR19762605/SRR19762605_2.fastq.gz			1741707211	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/005/SRR19762605/SRR19762605.lite	HG01390		
SRR19762608	SAMN29221054	SRX15807146	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01372_batch13_rep1	1693710875;1695091576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR19762608/SRR19762608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/008/SRR19762608/SRR19762608_2.fastq.gz			2425743205	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/008/SRR19762608/SRR19762608.lite	HG01372		
SRR19762610	SAMN29221051	SRX15807142	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01348_batch13_rep1	1379064403;1381704648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/010/SRR19762610/SRR19762610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/010/SRR19762610/SRR19762610_2.fastq.gz			1977847583	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/010/SRR19762610/SRR19762610.lite	HG01348		
SRR19762613	SAMN29221053	SRX15807145	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01365_batch16_rep1	1486149821;1494076642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762613/SRR19762613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/013/SRR19762613/SRR19762613_2.fastq.gz			2182395692	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/013/SRR19762613/SRR19762613.lite	HG01365		
SRR19762614	SAMN29221049	SRX15807140	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01342_batch05_rep1	2664623329;2657025336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762614/SRR19762614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/014/SRR19762614/SRR19762614_2.fastq.gz			3853353811	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/014/SRR19762614/SRR19762614.lite	HG01342		
SRR19762616	SAMN29221505	SRX15807436	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19062_batch16_rep1	1252204013;1256986476	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762616/SRR19762616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/016/SRR19762616/SRR19762616_2.fastq.gz			1838125228	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/016/SRR19762616/SRR19762616.lite	NA19062		
SRR19762617	SAMN29221507	SRX15806838	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19068_batch01_rep1	1510215610;1513218240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762617/SRR19762617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/017/SRR19762617/SRR19762617_2.fastq.gz			2149497052	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/017/SRR19762617/SRR19762617.lite	NA19068		
SRR19762618	SAMN29221508	SRX15806840	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19075_batch03_rep1	1466398737;1490609236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/018/SRR19762618/SRR19762618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/018/SRR19762618/SRR19762618_2.fastq.gz			2157135680	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/018/SRR19762618/SRR19762618.lite	NA19075		
